uaudavid,2017-08-27 23:46:12,RT @juju_boratto: Quem viu um bumbum no telao do Faustao?!? Hahahahaha #DançaDosFamosos #Faustao
shipperscouples,2017-08-27 23:46:06,RT @WhoDriigo: Apareceu uma bunda no telão do #Faustão?! SOCORRRO #DançaDosFamosos
Carlosdps,2017-08-27 23:45:59,RT @WhoDriigo: Apareceu uma bunda no telão do #Faustão?! SOCORRRO #DançaDosFamosos
pedroseravat,2017-08-27 23:45:58,Top 2 é da Malhação Sonhos... #dançadosfamosos #faustão https://t.co/3dYvClKxrq
dr_rmc,2017-08-27 23:45:58,apareceu uma bunda no telão??? kkkk #faustao
MoraesTeeh,2017-08-27 23:45:49,RT @WhoDriigo: Apareceu uma bunda no telão do #Faustão?! SOCORRRO #DançaDosFamosos
MundoReality_,2017-08-27 23:45:48,"RT @AllexPaulo: Hoje o júri foi péssimo, até a produção cagando nas notas no final!! #DancaDosFamosos  #Faustao  @gshow @RedeGlobo"
kittsundere,2017-08-27 23:45:47,RT @WhoDriigo: Apareceu uma bunda no telão do #Faustão?! SOCORRRO #DançaDosFamosos
JessyNassalves,2017-08-27 23:45:45,"Deus do céu, como pode ser tão grosso?! #DancaDosFamosos #Faustao"
NoemiaF11666346,2017-08-27 23:45:35,Decisão difícil...#SophiaComentaODanca #Faustao
bras_david,2017-08-27 23:45:33,RT @juju_boratto: Quem viu um bumbum no telao do Faustao?!? Hahahahaha #DançaDosFamosos #Faustao
AllexPaulo,2017-08-27 23:45:24,"Hoje o júri foi péssimo, até a produção cagando nas notas no final!! #DancaDosFamosos  #Faustao  @gshow @RedeGlobo"
BiaSouzaSep,2017-08-27 23:45:18,Que pala 😂😂😂😂😂😂😂😂😂😂 #Faustao
Israelmaths,2017-08-27 23:45:02,RT @WhoDriigo: Apareceu uma bunda no telão do #Faustão?! SOCORRRO #DançaDosFamosos
JessikaWF,2017-08-27 23:45:01,RT @_ludy: APARECEU UMA BUNDA NO TELÃO DO #faustao????
alexcranio2003,2017-08-27 23:45:01,E impressão minha ou apareceu uma bunda  no telão do Faustão kkk #Faustão #DancaDosFamosos
SenadorAssu,2017-08-27 23:45:00,E esse #Faustao vem..  será ue nunca errou???
alanaroddrigues,2017-08-27 23:44:59,RT @WhoDriigo: Apareceu uma bunda no telão do #Faustão?! SOCORRRO #DançaDosFamosos
muoio,2017-08-27 23:44:59,Projetaram uma bunda no telão do #faustão ?!!! Vcs virão?
_luacostaER,2017-08-27 23:44:55,"RT @ValquiriaRuiva: #DançaDosFamosos #Faustão 

Lá Vem Treta 😠😨"
tiago_ribeiroc,2017-08-27 23:44:54,Aquilo era uma bunda?! #Faustao
juju_boratto,2017-08-27 23:44:49,Quem viu um bumbum no telao do Faustao?!? Hahahahaha #DançaDosFamosos #Faustao
josouza_,2017-08-27 23:44:36,RT @guhgc: Até eu fiquei boquiaberto com a carolina kasting dando 9 #faustao #DancaDosFamosos #domingaodofaustao
_danielleramos,2017-08-27 23:44:33,Kkkkkkk e essa bunnda que apareceu no #Faustao
ValquiriaRuiva,2017-08-27 23:44:30,"#DançaDosFamosos #Faustão 

Lá Vem Treta 😠😨"
misturanarede,2017-08-27 23:44:26,RT @WhoDriigo: Apareceu uma bunda no telão do #Faustão?! SOCORRRO #DançaDosFamosos
pfvrmatheuso,2017-08-27 23:44:25,APARECEU UM NUDE NO TELÃO????? #Faustao
_ludy,2017-08-27 23:44:22,APARECEU UMA BUNDA NO TELÃO DO #faustao????
xucasperfilada,2017-08-27 23:44:16,"RT @thaiisandrade3: Já que a mulher é grande bota o bofe no colo 😂😎❤😍 
#Faustão"
WhoDriigo,2017-08-27 23:44:05,Apareceu uma bunda no telão do #Faustão?! SOCORRRO #DançaDosFamosos
ValquiriaRuiva,2017-08-27 23:43:31,"#DançaDosFamosos #Faustão 

Ahhhhh Se a Mãe da Marcelina tivesse nessa plateia, iria Socar a Cara Da Juliana Knust 😝"
pedroseravat,2017-08-27 23:43:30,A cara da Cris... Coitada. #dançadosfamosos #faustão
Lmarcotulio,2017-08-27 23:42:31,#DançaDosFamosos Preguiça dessa @KastingCarolina toda fresca e cheia de tipo pra falar. Jurada técnica??? Oi??? #DancaDosFamosos #Faustao
karenazevedoxx,2017-08-27 23:42:25,"RT @ValquiriaRuiva: #DançaDosFamosos #Faustão 

A Mariana Não Gostou. Nem eu 😨"
BezLalabez,2017-08-27 23:42:24,"RT @ed_boaventura: Qual dos dois você gosta mais de assistir?
#DancaDosFamosos ou #DancingBrasil  💃🕺
#Faustao 
VOTE"
gabrieltd_,2017-08-27 23:42:03,Como pode essa nota pra Mariana gente? #Faustao
Uzedajunior,2017-08-27 23:41:56,RT @Uzedajunior: Não falei?Quem foi que colocou essa Carolina Casting aí? Sem critério nenhum. 9 p Mariana!@marixareal #faustao @jornalextr…
beepolaridade,2017-08-27 23:41:50,RT @ErickaNaVeia: Caralhooo quem é essa Casting dar 9 pra Mariana?? Pqp cara!! #DancaDosFamosos #Faustão chama essas porras q não sabem de…
guhgc,2017-08-27 23:41:49,Até eu fiquei boquiaberto com a carolina kasting dando 9 #faustao #DancaDosFamosos #domingaodofaustao
ed_boaventura,2017-08-27 23:41:32,"Qual dos dois você gosta mais de assistir?
#DancaDosFamosos ou #DancingBrasil  💃🕺
#Faustao 
VOTE"
ajubs_leal,2017-08-27 23:41:24,"Como assim um 9 para a Mariana???

#DancaDosFamosos #globo 

#Faustao"
Uzedajunior,2017-08-27 23:41:19,Não falei?Quem foi que colocou essa Carolina Casting aí? Sem critério nenhum. 9 p Mariana!@marixareal #faustao @jornalextra #DancaDosFamosos
pinheirofagnerp,2017-08-27 23:41:10,RT @Lmarcotulio: #DançaDosFamosos Solange Couto nunca foi boa atriz e como jurada é tão ruim quanto #DancaDosFamosos #Faustao
AllexPaulo,2017-08-27 23:41:05,"Que jurados péssimos, estão prejudicando os candidatos!!! Affff #DancaDosFamosos  #Faustao  @gshow @RedeGlobo"
ErickaNaVeia,2017-08-27 23:40:45,Caralhooo quem é essa Casting dar 9 pra Mariana?? Pqp cara!! #DancaDosFamosos #Faustão chama essas porras q não sabem de nada tnc
gabrieltd_,2017-08-27 23:40:25,"Kasting horrível jurada
Que nunca mais tragam #Faustao"
ValquiriaRuiva,2017-08-27 23:40:17,"#DançaDosFamosos #Faustão 

A Mariana Não Gostou. Nem eu 😨"
Lmarcotulio,2017-08-27 23:40:14,#DançaDosFamosos Solange Couto nunca foi boa atriz e como jurada é tão ruim quanto #DancaDosFamosos #Faustao
emidio_olivia,2017-08-27 23:38:52,"RT @tatiaponte: Vixeee, a Dira vai gritar um ""Fora, Temer"" na TV!! #dingdong #faustao"
marabentess,2017-08-27 23:38:44,As vezes nao sei quem.esta julgando se é Solange Couto ou Fafá de Belém.. #Faustão
emidio_olivia,2017-08-27 23:37:25,"RT @karlaparada: Gente pelo amor, o q fizeram na Sombrancelha da Perlla.... Só Jesus
#faustão"
emidio_olivia,2017-08-27 23:37:19,"RT @guigoandradde: Perlla nera irmã obreira, nera?! 
#DingDong #Domingão #Faustão"
emmaheartson,2017-08-27 23:36:53,Faustão está tão interessado na gravidez de Sharon Menezes que acho que ele quer engravidar pqp #Faustao
edulevi,2017-08-27 23:36:48,@marixareal o que foi isso Gata Garota?? 😲😲 ARRASOU de verdade no Forrozim👏👏👏 Show demais_ 10 #DancaDosFamosos… https://t.co/fI0epLJkm5
Lmarcotulio,2017-08-27 23:36:44,#DançaDosFamosos Mariana Xavier foi a melhor de hoje. E esse júri foi o que há de pior. Gente fresca. #DancaDosFamosos #Faustao
ValquiriaRuiva,2017-08-27 23:33:45,"#DançaDosFamosos #Faustão 

Tomei Caldo de Mocotó. ❤❤❤
Eu To Amando esse Repertório. Já Quero uma Playlist ❤❤❤"
dialetomarra,2017-08-27 23:30:11,"Ela falou 
Vamos conquistar o mundo 
Eu lembrei do Pink e do Cérebro  😂😂

#Faustao"
parlacadilha,2017-08-27 23:29:14,"RT @gabrieltd_: A pessoa vai julgar a Dança e começa a problematizar tudo
#Faustao"
Uzedajunior,2017-08-27 23:28:32,"RT @Uzedajunior: Acho essa Solange Couto tão escrota! Não engoli ainda o 9,8 p Adriane Galisteu! #Faustao #DancaDosFamosos"
Mah_Pereirah,2017-08-27 23:27:52,Mds toda essa polêmica de ser grande não ser grande pra q isso gnt? imagina se fosse a Ana Hickman dançando #DançaDosFamosos #Faustão
Uzedajunior,2017-08-27 23:27:46,RT @Uzedajunior: Quem colocou essa Carolina Casting como técnica gente??? Que micão! #Faustao #DancaDosFamosos
parlacadilha,2017-08-27 23:27:22,RT @Uzedajunior: Quem colocou essa Carolina Casting como técnica gente??? Que micão! #Faustao #DancaDosFamosos
gabrieltd_,2017-08-27 23:27:17,"A pessoa vai julgar a Dança e começa a problematizar tudo
#Faustao"
_Veronica_Dias,2017-08-27 23:26:56,"RT @ValquiriaRuiva: #DançaDosFamosos #Faustão 

Gente a Cris é Afrontosa. Pegou o Boy no Colo pra Afrontar a Jurada da Semana Passada 😱😱😨"
Uzedajunior,2017-08-27 23:26:52,Quem colocou essa Carolina Casting como técnica gente??? Que micão! #Faustao #DancaDosFamosos
dialetomarra,2017-08-27 23:26:41,"Mulher GG 
Gostosa pra kralho +!!!
 😄😉😍

#Faustao"
girlsaIouds,2017-08-27 23:26:38,jura? achei que padrão era pra encaixar num paralelepipedo #faustao
gabrieltd_,2017-08-27 23:26:21,"Carolina no júri técnico acha que tá no artístico
Sofro #Faustao"
thaiisandrade3,2017-08-27 23:26:03,"Já que a mulher é grande bota o bofe no colo 😂😎❤😍 
#Faustão"
